,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,CustomerID
1945,0,2,0,0,2,2,0,0,201950
1946,0,1,0,0,2,2,0,1,201951
1947,1,0,0,0,0,3,1,1,201952
1948,1,1,0,0,0,1,2,1,201953
1949,1,0,0,0,0,3,1,1,201954
1950,0,0,0,0,2,2,0,2,201955
1951,1,0,0,0,0,3,1,1,201956
1952,0,1,0,0,2,0,1,2,201957
1953,1,1,0,0,0,1,1,2,201958
1954,0,1,1,0,1,2,0,1,201959
1955,0,1,0,0,2,0,1,2,201960
1956,1,1,0,0,0,3,1,0,201961
1957,0,1,1,0,1,1,0,2,201962
1958,1,1,0,0,0,0,2,2,201963
1959,0,0,0,0,3,1,0,2,201964
1960,0,0,0,0,2,3,0,1,201965
1961,0,0,0,0,3,1,1,1,201966
1962,0,1,0,0,0,3,1,1,201967
1963,0,0,0,0,2,3,0,1,201968
1964,1,0,0,0,0,3,1,1,201969
1965,1,1,0,0,0,1,1,2,201970
1966,0,1,0,0,2,2,0,1,201971
1967,1,0,0,0,0,1,2,2,201972
1968,0,1,0,0,2,2,0,1,201973
1969,1,2,0,0,0,1,1,1,201974
1970,0,1,0,0,2,1,0,2,201975
1971,0,1,0,1,0,2,0,2,201976
1972,1,0,0,0,0,2,1,2,201977
1973,1,1,0,0,0,1,2,1,201978
1974,1,2,0,0,0,2,1,0,201979
1975,0,0,0,1,0,3,0,2,201980
1976,1,0,0,0,0,3,1,1,201981
1977,0,0,0,0,2,2,1,1,201982
1978,0,0,0,0,2,2,1,1,201983
1979,0,2,0,0,2,1,1,0,201984
1980,0,2,0,0,2,2,0,0,201985
1981,0,0,0,0,2,3,0,1,201986
1982,1,1,0,0,0,2,1,1,201987
1983,1,0,0,0,0,1,2,2,201988
1984,0,2,0,0,2,2,0,0,201989
1985,1,0,0,0,0,3,1,1,201990
1986,1,1,0,0,0,2,1,1,201991
1987,0,1,0,0,2,1,1,1,201992
1988,0,0,0,0,2,3,0,1,201993
1989,0,0,1,1,0,1,1,2,201994
1990,1,1,0,0,0,0,2,2,201995
1991,1,0,0,0,1,0,2,2,201996
1992,1,0,0,0,0,2,2,1,201997
1993,1,1,0,0,1,2,1,0,201998
1994,1,1,0,0,0,0,2,2,201999
1995,0,1,0,1,0,1,0,3,202000
1996,0,1,1,1,0,0,1,2,202001
1997,1,0,0,0,0,2,2,1,202002
1998,0,2,0,1,0,2,0,1,202003
1999,0,1,1,0,1,2,0,1,202004
2000,0,1,0,0,0,3,1,1,202005
2001,1,0,0,0,0,2,2,1,202006
2002,0,2,0,1,0,2,0,1,202007
2003,0,1,0,0,0,3,1,1,202008
2004,0,0,0,0,2,3,0,1,202009
2005,0,1,0,0,2,0,1,2,202010
2006,0,2,0,1,0,1,0,2,202011
2007,0,1,0,1,0,0,1,3,202012
2008,0,1,0,0,2,2,1,0,202013
2009,0,1,1,0,1,2,0,1,202014
2010,1,0,0,0,0,3,1,1,202015
2011,0,1,0,0,2,1,1,1,202016
2012,0,1,0,0,2,3,0,0,202017
2013,1,2,0,0,0,2,1,0,202018
2014,1,0,0,0,0,1,2,2,202019
2015,0,0,0,0,2,3,0,1,202020
2016,1,1,0,0,0,1,1,2,202021
2017,0,0,1,0,1,3,0,1,202022
2018,0,0,0,0,2,1,1,2,202023
2019,1,0,0,0,0,1,2,2,202024
2020,0,0,0,0,2,3,0,1,202025
2021,1,1,0,0,0,1,2,1,202026
2022,1,2,0,0,0,1,1,1,202027
2023,1,2,0,0,0,2,1,0,202028
2024,0,0,0,0,2,3,0,1,202029
2025,1,1,0,0,0,1,1,2,202030
2026,0,0,1,0,1,3,0,1,202031
2027,0,1,0,0,2,1,1,1,202032
2028,1,0,0,0,0,1,2,2,202033
2029,1,0,0,0,1,1,2,1,202034
2030,0,0,0,0,2,2,1,1,202035
2031,1,2,0,0,0,0,2,1,202036
2032,1,1,0,0,0,1,2,1,202037
2033,0,0,0,0,0,4,1,1,202038
2034,0,2,0,1,0,1,1,1,202039
2035,0,1,0,0,2,3,0,0,202040
2036,0,1,0,0,2,1,0,2,202041
2037,1,0,0,0,0,2,1,2,202042
2038,1,0,0,0,1,1,2,1,202043
2039,0,1,0,0,2,0,1,2,202044
2040,1,0,0,0,0,2,1,2,202045
2041,1,0,0,0,0,3,1,1,202046
2042,0,1,0,0,2,1,0,2,202047
2043,1,2,0,0,0,0,2,1,202048
2044,0,0,0,0,2,1,1,2,202049
2045,0,1,0,0,2,1,0,2,202050
2046,0,1,0,0,2,2,0,1,202051
2047,1,1,0,0,0,2,1,1,202052
2048,1,1,0,0,0,1,1,2,202053
2049,0,2,0,0,0,3,1,0,202054
2050,0,1,0,0,2,2,0,1,202055
2051,0,2,0,0,2,2,0,0,202056
2052,1,1,0,0,0,1,1,2,202057
2053,0,0,1,0,1,3,0,1,202058
2054,0,1,0,0,2,1,0,2,202059
2055,0,0,0,1,0,3,0,2,202060
2056,1,0,0,0,0,1,2,2,202061
2057,0,1,1,0,1,1,0,2,202062
2058,1,1,0,0,0,1,1,2,202063
2059,0,1,0,0,2,2,0,1,202064
2060,0,1,0,0,0,2,2,1,202065
2061,0,1,0,0,2,0,1,2,202066
2062,1,1,0,0,0,1,1,2,202067
2063,0,0,0,0,2,2,1,1,202068
2064,0,1,0,0,2,2,0,1,202069
2065,1,1,0,0,0,1,1,2,202070
2066,1,1,0,0,0,2,2,0,202071
2067,1,0,0,0,0,1,2,2,202072
2068,0,1,0,0,2,0,1,2,202073
2069,1,1,0,0,0,2,1,1,202074
2070,1,2,0,0,0,2,1,0,202075
2071,0,2,0,0,2,0,1,1,202076
2072,0,0,0,1,0,2,0,3,202077
2073,1,0,0,0,0,2,2,1,202078
2074,0,1,1,0,1,2,0,1,202079
2075,0,0,0,1,1,2,0,2,202080
2076,0,1,0,1,0,1,1,2,202081
2077,1,0,0,0,0,2,1,2,202082
2078,0,1,0,0,2,2,0,1,202083
2079,0,1,0,0,2,2,0,1,202084
2080,0,1,0,0,2,3,0,0,202085
2081,0,0,1,0,1,2,0,2,202086
2082,1,0,0,0,0,2,2,1,202087
2083,0,0,0,0,2,2,1,1,202088
2084,1,0,0,0,0,3,1,1,202089
2085,0,0,0,0,2,1,1,2,202090
2086,1,1,0,0,0,2,1,1,202091
2087,1,2,0,0,0,2,1,0,202092
2088,0,2,0,0,2,2,0,0,202093
2089,0,0,0,1,0,2,0,3,202094
2090,0,0,0,1,0,3,0,2,202095
2091,1,0,0,0,0,2,1,2,202096
2092,0,1,1,0,1,2,0,1,202097
2093,1,0,0,0,0,3,1,1,202098
2094,0,0,0,0,2,3,0,1,202099
2095,1,1,0,0,0,2,1,1,202100
2096,0,1,0,0,2,2,0,1,202101
2097,0,1,0,0,2,2,1,0,202102
2098,0,1,0,0,2,2,0,1,202103
2099,1,1,0,0,0,2,1,1,202104
2100,0,1,0,1,0,1,0,3,202105
2101,0,2,0,0,2,1,0,1,202106
2102,0,2,0,0,2,2,0,0,202107
2103,1,0,0,0,0,3,1,1,202108
2104,0,0,0,0,3,1,0,2,202109
2105,0,2,0,0,2,2,0,0,202110
2106,1,2,0,0,0,2,1,0,202111
2107,0,0,0,0,2,3,0,1,202112
2108,1,1,0,0,0,1,1,2,202113
2109,0,1,0,0,2,2,0,1,202114
2110,0,0,0,0,2,2,0,2,202115
2111,0,0,1,0,1,3,0,1,202116
2112,0,0,0,1,1,2,0,2,202117
2113,0,1,0,0,2,2,0,1,202118
2114,0,1,1,0,1,0,1,2,202119
2115,1,2,0,0,0,1,1,1,202120
2116,1,0,0,0,0,2,1,2,202121
2117,0,1,0,1,0,2,1,1,202122
2118,0,2,1,0,1,2,0,0,202123
2119,1,1,0,0,0,1,1,2,202124
2120,0,1,0,0,2,2,0,1,202125
2121,0,1,0,0,2,1,1,1,202126
2122,0,0,0,0,2,2,0,2,202127
2123,0,1,0,0,2,2,0,1,202128
2124,1,0,0,0,0,2,2,1,202129
2125,0,2,0,0,2,2,0,0,202130
2126,1,1,0,0,0,1,1,2,202131
2127,0,0,0,0,2,1,1,2,202132
2128,0,1,0,0,2,0,1,2,202133
2129,1,1,0,0,0,2,1,1,202134
2130,0,1,0,0,2,0,1,2,202135
2131,1,1,0,0,0,1,1,2,202136
2132,0,1,0,0,2,1,0,2,202137
2133,0,0,0,0,2,2,0,2,202138
2134,0,0,0,0,2,3,0,1,202139
2135,0,1,0,0,2,0,1,2,202140
2136,0,1,0,0,2,2,0,1,202141
2137,1,0,0,0,0,1,2,2,202142
2138,0,1,0,0,2,1,1,1,202143
2139,0,0,0,1,1,1,0,3,202144
2140,0,1,0,0,2,2,0,1,202145
2141,1,1,0,0,0,1,1,2,202146
2142,0,1,0,1,0,1,0,3,202147
2143,0,0,0,0,2,3,0,1,202148
2144,1,1,0,0,0,2,1,1,202149
2145,0,1,0,0,2,1,1,1,202150
2146,0,0,0,1,1,1,0,3,202151
2147,0,2,0,0,2,1,0,1,202152
2148,0,0,0,0,2,3,0,1,202153
2149,0,0,0,1,0,3,0,2,202154
2150,1,1,0,0,0,2,2,0,202155
2151,0,0,0,0,2,2,1,1,202156
2152,0,0,0,0,2,2,1,1,202157
2153,0,1,0,0,2,1,1,1,202158
2154,0,0,0,0,3,1,1,1,202159
2155,1,0,0,0,0,2,1,2,202160
2156,0,1,0,0,2,3,0,0,202161
2157,1,0,0,0,0,2,1,2,202162
2158,0,1,0,1,0,2,0,2,202163
2159,1,1,0,0,0,0,2,2,202164
2160,0,1,0,1,0,2,0,2,202165
2161,1,2,0,0,0,2,1,0,202166
2162,0,1,0,0,3,1,0,1,202167
2163,1,0,0,0,0,2,1,2,202168
2164,0,1,1,0,1,2,0,1,202169
2165,0,0,0,0,3,1,1,1,202170
2166,0,0,1,0,1,3,0,1,202171
2167,0,1,0,1,0,2,0,2,202172
2168,1,1,0,0,1,0,2,1,202173
2169,0,1,0,1,0,2,0,2,202174
2170,0,1,0,1,0,1,1,2,202175
2171,0,2,2,0,1,0,1,0,202176
2172,1,1,0,0,0,3,1,0,202177
2173,1,1,0,0,1,2,1,0,202178
2174,0,1,0,0,2,2,1,0,202179
2175,0,2,1,0,1,1,1,0,202180
2176,0,1,0,0,2,0,1,2,202181
2177,0,1,0,0,2,0,1,2,202182
2178,0,0,0,0,2,2,0,2,202183
2179,0,0,1,0,1,3,0,1,202184
2180,1,2,0,0,0,1,1,1,202185
2181,0,1,0,0,0,4,1,0,202186
2182,0,0,0,0,3,1,0,2,202187
2183,1,2,0,0,0,2,1,0,202188
2184,1,1,0,0,0,0,2,2,202189
2185,0,1,0,0,2,1,0,2,202190
2186,0,1,1,0,1,2,0,1,202191
2187,0,1,0,0,2,3,0,0,202192
2188,0,0,0,1,0,3,0,2,202193
2189,1,0,0,0,0,2,1,2,202194
2190,0,1,0,0,2,2,0,1,202195
2191,1,2,0,0,0,1,1,1,202196
2192,0,2,0,0,2,1,1,0,202197
2193,0,0,0,1,1,1,0,3,202198
2194,0,0,0,1,0,2,0,3,202199
2195,0,1,0,1,0,1,0,3,202200
2196,0,0,0,0,2,1,1,2,202201
2197,0,1,0,0,2,1,1,1,202202
2198,1,0,0,0,0,3,1,1,202203
2199,0,1,0,0,2,2,0,1,202204
2200,1,1,0,0,0,1,2,1,202205
2201,0,1,0,1,0,1,1,2,202206
2202,1,0,0,0,0,1,2,2,202207
2203,0,1,1,0,1,1,0,2,202208
2204,1,1,0,0,0,1,1,2,202209
2205,0,1,0,0,2,2,0,1,202210
2206,0,0,0,0,0,4,1,1,202211
2207,0,1,0,0,2,2,0,1,202212
2208,0,1,1,0,1,0,1,2,202213
2209,1,0,0,0,0,2,1,2,202214
2210,1,1,0,0,0,3,1,0,202215
2211,0,2,0,0,0,2,1,1,202216
2212,1,1,0,0,0,1,2,1,202217
2213,1,1,0,0,0,2,2,0,202218
2214,0,0,0,0,0,3,1,2,202219
2215,0,0,1,0,1,2,0,2,202220
2216,1,2,0,0,0,1,1,1,202221
2217,0,1,0,0,2,0,1,2,202222
2218,0,1,1,1,0,1,1,1,202223
2219,0,2,0,0,2,0,1,1,202224
2220,0,1,1,0,1,1,0,2,202225
2221,0,1,0,0,2,1,1,1,202226
2222,1,0,0,0,0,3,1,1,202227
2223,0,0,0,1,1,2,0,2,202228
2224,0,0,0,0,2,2,1,1,202229
2225,0,1,0,1,0,2,0,2,202230
2226,1,1,0,0,0,2,1,1,202231
2227,0,2,0,0,2,2,0,0,202232
2228,0,1,0,0,2,1,0,2,202233
2229,0,0,0,0,2,3,0,1,202234
2230,0,2,0,0,2,2,0,0,202235
2231,0,0,0,0,0,4,1,1,202236
2232,1,1,0,0,0,0,2,2,202237
2233,1,0,0,0,0,3,1,1,202238
2234,0,1,0,0,2,2,0,1,202239
2235,0,0,0,0,0,4,1,1,202240
2236,0,1,0,1,0,1,0,3,202241
2237,0,1,0,0,2,2,0,1,202242
2238,0,0,1,1,0,1,1,2,202243
2239,0,1,1,0,1,2,1,0,202244
2240,0,0,0,1,0,3,0,2,202245
2241,0,1,0,0,2,1,1,1,202246
2242,0,1,0,0,2,0,1,2,202247
2243,1,1,0,0,0,1,1,2,202248
2244,0,1,0,0,2,2,0,1,202249
2245,0,1,0,1,1,1,1,1,202250
2246,0,0,0,0,2,3,0,1,202251
2247,1,1,0,0,0,2,1,1,202252
2248,0,0,0,0,3,1,0,2,202253
2249,0,1,0,1,0,1,0,3,202254
2250,0,0,0,1,1,2,0,2,202255
2251,0,2,0,0,2,2,0,0,202256
2252,0,2,0,1,0,2,0,1,202257
2253,1,1,0,0,0,0,2,2,202258
2254,0,0,0,1,0,3,0,2,202259
2255,0,1,0,1,0,2,0,2,202260
2256,0,0,0,1,1,1,1,2,202261
2257,1,1,0,0,0,1,2,1,202262
2258,0,1,0,0,2,2,0,1,202263
2259,1,2,0,0,0,1,2,0,202264
2260,1,1,0,0,0,1,1,2,202265
2261,0,0,0,0,3,2,0,1,202266
2262,0,0,0,0,2,3,0,1,202267
2263,0,0,0,0,2,2,1,1,202268
2264,0,0,1,0,1,3,0,1,202269
2265,0,1,0,0,2,3,0,0,202270
2266,1,2,0,0,0,1,2,0,202271
2267,1,2,0,0,0,1,1,1,202272
2268,0,2,0,0,2,2,0,0,202273
2269,0,1,1,0,1,2,1,0,202274
2270,1,2,0,0,0,1,1,1,202275
2271,0,1,0,1,0,1,1,2,202276
2272,0,0,0,1,0,3,0,2,202277
2273,0,1,0,0,2,1,0,2,202278
2274,0,0,0,1,0,2,0,3,202279
2275,0,0,1,0,1,3,0,1,202280
2276,0,0,0,1,0,2,1,2,202281
2277,0,2,0,1,0,1,0,2,202282
2278,0,2,1,0,1,2,0,0,202283
2279,0,0,0,0,0,3,2,1,202284
2280,0,0,0,0,3,0,1,2,202285
2281,1,2,0,0,0,1,2,0,202286
2282,1,2,0,0,0,1,2,0,202287
2283,0,2,0,0,2,2,0,0,202288
2284,0,1,0,0,2,2,0,1,202289
2285,1,1,0,0,0,3,1,0,202290
2286,0,0,1,0,2,2,0,1,202291
2287,1,2,0,0,0,1,2,0,202292
2288,0,2,0,0,2,1,0,1,202293
2289,1,0,0,0,0,2,2,1,202294
2290,1,0,0,0,0,3,1,1,202295
2291,0,1,0,0,2,2,0,1,202296
2292,0,2,0,0,2,2,0,0,202297
2293,0,1,0,0,2,2,1,0,202298
2294,1,0,0,0,0,1,2,2,202299
2295,0,1,0,0,2,2,0,1,202300
2296,0,1,0,0,2,3,0,0,202301
2297,1,0,0,0,0,2,1,2,202302
2298,0,1,0,0,2,2,0,1,202303
2299,1,1,0,0,0,1,1,2,202304
2300,0,0,0,0,3,1,1,1,202305
2301,0,1,0,1,0,1,0,3,202306
2302,0,1,1,1,0,1,1,1,202307
2303,0,2,1,0,1,1,1,0,202308
2304,1,0,0,0,0,2,2,1,202309
2305,0,0,0,0,2,3,0,1,202310
2306,0,0,0,0,2,2,1,1,202311
2307,0,1,0,0,2,1,0,2,202312
2308,0,0,0,0,2,3,0,1,202313
2309,1,0,0,0,0,3,1,1,202314
2310,1,1,0,0,0,2,1,1,202315
2311,0,1,0,1,0,2,0,2,202316
2312,1,1,0,0,0,2,2,0,202317
2313,0,2,0,0,2,2,0,0,202318
2314,1,0,0,0,0,1,2,2,202319
2315,0,2,0,0,2,1,0,1,202320
2316,0,0,0,0,1,2,1,2,202321
2317,0,0,0,0,2,2,0,2,202322
2318,0,1,0,0,2,1,1,1,202323
2319,0,0,0,0,2,2,0,2,202324
2320,1,1,0,0,0,1,1,2,202325
2321,0,1,0,0,2,1,1,1,202326
2322,0,1,0,0,2,1,1,1,202327
2323,0,0,0,0,0,3,1,2,202328
2324,0,1,0,0,2,1,0,2,202329
2325,0,2,0,0,2,2,0,0,202330
2326,0,0,1,0,1,2,0,2,202331
2327,0,2,0,0,2,1,1,0,202332
2328,0,1,0,0,2,2,0,1,202333
2329,0,2,0,0,2,2,0,0,202334
2330,1,1,0,0,0,2,1,1,202335
2331,1,1,0,0,0,3,1,0,202336
2332,0,1,1,0,1,2,0,1,202337
2333,0,0,0,0,2,3,0,1,202338
2334,0,1,0,0,0,3,1,1,202339
2335,1,1,0,0,0,2,1,1,202340
2336,0,1,0,0,2,1,0,2,202341
2337,1,1,0,0,0,2,1,1,202342
2338,0,1,0,0,2,2,0,1,202343
2339,1,1,0,0,0,2,1,1,202344
2340,1,1,0,0,0,1,2,1,202345
2341,0,0,0,0,2,2,1,1,202346
2342,1,0,0,0,1,2,1,1,202347
2343,1,1,0,0,0,3,1,0,202348
2344,1,0,0,0,0,3,1,1,202349
2345,0,2,0,0,2,1,0,1,202350
2346,1,2,0,0,0,0,2,1,202351
2347,0,0,0,1,1,1,0,3,202352
2348,0,0,0,0,2,3,0,1,202353
2349,1,0,0,0,1,1,1,2,202354
2350,1,1,0,0,0,1,2,1,202355
2351,0,0,0,0,2,3,0,1,202356
2352,0,1,0,1,0,2,0,2,202357
2353,0,1,0,1,0,2,0,2,202358
2354,0,1,0,0,2,2,0,1,202359
2355,0,2,0,1,0,1,0,2,202360
2356,0,1,0,0,2,1,0,2,202361
2357,0,1,0,0,2,1,1,1,202362
2358,0,1,0,0,2,1,0,2,202363
2359,0,1,1,0,1,2,0,1,202364
2360,1,0,0,0,0,3,1,1,202365
2361,1,0,0,0,0,1,2,2,202366
2362,1,1,0,0,0,0,2,2,202367
2363,0,1,0,0,0,3,1,1,202368
2364,0,0,0,0,0,4,1,1,202369
2365,0,1,0,0,3,2,0,0,202370
2366,0,2,0,0,2,1,1,0,202371
2367,0,0,0,0,0,2,2,2,202372
2368,0,2,0,0,2,0,1,1,202373
2369,0,0,0,1,0,2,0,3,202374
2370,0,0,0,0,3,1,0,2,202375
2371,1,1,0,0,0,2,1,1,202376
2372,0,0,0,0,2,2,1,1,202377
2373,0,0,0,1,0,2,1,2,202378
2374,0,1,0,1,0,1,1,2,202379
2375,0,2,0,0,2,0,1,1,202380
2376,0,1,0,0,2,2,0,1,202381
2377,0,0,0,1,0,2,0,3,202382
2378,0,0,1,0,1,2,1,1,202383
2379,0,2,1,0,2,0,1,0,202384
2380,1,1,0,0,0,2,1,1,202385
2381,1,0,0,0,0,3,1,1,202386
2382,0,1,0,0,2,0,1,2,202387
2383,1,2,0,0,0,1,2,0,202388
2384,0,2,1,1,0,0,1,1,202389
2385,0,2,0,0,2,0,1,1,202390
2386,0,1,0,0,2,0,1,2,202391
2387,0,1,0,0,2,2,0,1,202392
2388,0,0,0,1,0,3,0,2,202393
2389,0,2,0,0,2,0,1,1,202394
2390,0,2,0,1,0,0,1,2,202395
2391,0,2,0,0,2,2,0,0,202396
2392,0,0,0,0,3,1,0,2,202397
2393,0,1,0,0,3,2,0,0,202398
2394,1,1,0,0,1,0,2,1,202399
2395,1,0,0,0,0,1,2,2,202400
2396,0,1,0,0,2,2,1,0,202401
2397,0,1,0,0,2,2,1,0,202402
2398,0,0,0,0,3,1,1,1,202403
2399,0,1,0,0,2,1,1,1,202404
2400,0,2,0,0,2,0,1,1,202405
2401,1,1,0,0,0,2,1,1,202406
2402,0,1,0,0,2,1,0,2,202407
2403,0,0,0,1,1,1,0,3,202408
2404,1,0,0,0,0,3,1,1,202409
2405,0,0,0,0,2,3,0,1,202410
2406,0,1,0,0,2,1,1,1,202411
2407,0,0,0,1,0,3,0,2,202412
2408,1,0,0,0,0,3,1,1,202413
2409,0,1,0,0,2,1,1,1,202414
2410,1,2,0,0,0,1,2,0,202415
2411,0,0,0,0,2,2,1,1,202416
2412,0,1,0,0,2,2,0,1,202417
2413,0,1,0,0,2,1,1,1,202418
2414,0,1,0,0,2,2,0,1,202419
2415,0,1,0,0,2,2,0,1,202420
2416,0,2,1,0,1,2,0,0,202421
2417,1,0,0,0,0,3,1,1,202422
2418,1,1,0,0,0,1,2,1,202423
2419,0,2,0,0,2,1,0,1,202424
2420,0,0,0,0,2,1,1,2,202425
2421,0,1,0,1,0,0,1,3,202426
2422,0,0,0,1,0,3,0,2,202427
2423,0,1,0,0,3,2,0,0,202428
2424,0,0,0,0,2,2,1,1,202429
2425,0,0,0,0,2,2,0,2,202430
2426,0,1,0,0,2,3,0,0,202431
2427,1,1,0,0,0,1,2,1,202432
2428,1,2,0,0,0,2,1,0,202433
2429,1,0,0,0,0,2,2,1,202434
2430,0,0,0,0,2,2,0,2,202435
2431,1,0,0,0,0,2,1,2,202436
2432,0,1,0,0,2,2,0,1,202437
2433,0,1,0,0,2,2,0,1,202438
2434,1,0,0,0,0,2,2,1,202439
2435,0,2,0,0,2,1,1,0,202440
2436,0,1,0,1,0,1,0,3,202441
2437,0,0,0,0,2,2,1,1,202442
2438,0,1,0,0,2,1,1,1,202443
2439,1,1,1,0,0,0,2,1,202444
2440,1,2,0,0,0,2,1,0,202445
2441,0,0,0,0,2,1,1,2,202446
2442,0,2,0,0,2,1,0,1,202447
2443,0,0,0,0,2,3,0,1,202448
2444,0,2,0,0,2,1,1,0,202449
2445,0,0,0,0,2,2,0,2,202450
2446,0,1,0,0,2,2,0,1,202451
2447,0,2,0,1,0,1,1,1,202452
2448,1,0,0,0,0,3,1,1,202453
2449,0,0,0,0,2,3,0,1,202454
2450,1,1,0,0,0,0,2,2,202455
2451,0,1,0,0,2,2,0,1,202456
2452,0,0,0,0,2,3,0,1,202457
2453,0,1,0,0,2,1,1,1,202458
2454,0,1,0,1,0,1,0,3,202459
2455,0,1,0,0,2,2,0,1,202460
2456,0,1,0,0,2,3,0,0,202461
2457,0,1,1,0,1,1,0,2,202462
2458,0,1,0,0,2,1,1,1,202463
2459,1,2,0,0,0,1,1,1,202464
2460,1,1,0,0,0,1,2,1,202465
2461,0,1,0,1,0,0,1,3,202466
2462,0,1,0,0,2,1,1,1,202467
2463,0,0,0,0,2,2,1,1,202468
2464,0,1,0,0,0,2,1,2,202469
2465,0,2,0,0,2,0,1,1,202470
2466,1,0,0,0,0,3,1,1,202471
2467,0,0,0,1,0,2,0,3,202472
2468,0,0,0,0,0,2,2,2,202473
2469,0,0,0,0,2,2,1,1,202474
2470,1,1,0,0,0,2,1,1,202475
2471,0,0,0,0,2,2,1,1,202476
2472,1,0,0,0,1,2,1,1,202477
2473,0,0,0,0,2,3,0,1,202478
2474,0,0,0,0,2,2,0,2,202479
2475,0,0,0,0,2,3,0,1,202480
2476,0,0,0,0,2,2,0,2,202481
2477,1,2,0,0,0,1,1,1,202483
2478,0,1,0,0,2,2,0,1,202484
2479,0,1,0,0,2,1,0,2,202485
2480,0,1,0,0,2,1,1,1,202486
2481,0,2,0,1,0,1,1,1,202487
2482,1,1,0,0,0,1,2,1,202488
2483,0,0,0,0,1,2,1,2,202489
2484,1,1,0,0,0,2,2,0,202490
2485,0,1,0,0,2,2,0,1,202491
2486,1,1,0,0,0,2,2,0,202492
2487,0,1,0,0,2,2,0,1,202493
2488,0,1,0,1,0,1,1,2,202494
2489,0,0,0,0,3,1,1,1,202495
2490,1,0,0,0,0,2,1,2,202496
2491,0,1,0,1,0,3,0,1,202497
2492,1,0,0,0,0,2,1,2,202498
2493,0,2,0,1,0,0,1,2,202499
2494,0,2,0,1,0,2,0,1,202500
2495,0,0,0,0,2,2,0,2,202501
2496,1,1,0,0,0,2,1,1,202502
2497,1,1,0,0,0,2,1,1,202503
2498,1,0,0,0,0,3,1,1,202504
2499,1,2,0,0,0,0,2,1,202505
2500,0,0,0,0,0,3,1,2,202506
2501,0,1,1,1,0,0,1,2,202507
2502,0,0,0,1,1,1,0,3,202508
2503,0,0,1,0,1,2,0,2,202509
2504,1,2,0,0,0,1,2,0,202510
2505,0,1,0,1,0,2,0,2,202511
2506,0,1,0,0,2,3,0,0,202512
2507,0,0,0,0,2,3,0,1,202513
2508,1,2,1,0,0,0,2,0,202514
2509,0,1,0,0,2,2,0,1,202515
2510,0,0,0,0,2,2,1,1,202516
2511,1,1,0,0,0,2,1,1,202517
2512,1,1,0,0,0,1,1,2,202518
2513,1,1,0,0,0,0,2,2,202519
2514,1,0,0,0,0,2,2,1,202520
2515,0,1,0,1,0,2,0,2,202521
2516,0,0,0,1,0,2,1,2,202522
2517,1,0,0,0,0,3,1,1,202523
2518,1,1,0,0,0,2,1,1,202524
2519,0,0,0,0,2,2,1,1,202525
2520,0,1,0,1,0,2,0,2,202526
2521,1,1,0,0,0,2,1,1,202527
2522,1,0,0,0,0,3,1,1,202528
2523,0,1,0,1,0,1,1,2,202529
2524,0,0,0,0,3,2,0,1,202530
2525,0,1,0,0,2,2,0,1,202531
2526,1,1,0,0,0,2,1,1,202532
2527,0,0,0,1,0,2,1,2,202533
2528,0,2,1,0,1,2,0,0,202534
2529,1,0,0,0,0,2,2,1,202535
2530,1,0,0,0,0,2,1,2,202536
2531,0,1,0,1,0,3,0,1,202537
2532,1,0,0,0,0,2,2,1,202538
2533,0,0,0,1,1,1,0,3,202539
2534,1,1,0,0,0,1,1,2,202540
2535,1,1,0,0,0,3,1,0,202541
2536,0,0,1,0,1,2,1,1,202542
2537,1,1,0,0,0,3,1,0,202543
2538,0,1,0,0,2,2,0,1,202544
2539,0,1,0,0,2,1,1,1,202545
2540,0,2,0,0,2,0,1,1,202546
2541,1,1,0,0,0,0,2,2,202547
2542,1,2,0,0,0,2,1,0,202548
2543,0,2,0,0,0,2,1,1,202549
2544,0,2,0,0,0,2,1,1,202550
2545,1,0,0,0,0,2,2,1,202551
2546,0,0,0,0,2,3,0,1,202552
2547,0,0,0,0,2,1,1,2,202553
2548,0,1,1,1,0,1,1,1,202554
2549,1,2,0,0,0,1,2,0,202555
2550,0,2,1,0,1,0,1,1,202556
2551,0,1,0,0,2,2,0,1,202557
2552,1,1,0,0,0,1,1,2,202558
2553,0,1,0,1,0,1,1,2,202559
2554,0,0,0,1,0,1,1,3,202560
2555,0,1,0,1,1,1,0,2,202561
2556,0,1,0,0,2,1,0,2,202562
2557,0,2,1,0,1,2,0,0,202563
2558,0,2,0,0,2,2,0,0,202564
2559,1,1,0,0,0,3,1,0,202565
2560,0,1,0,0,2,1,0,2,202566
2561,0,1,0,0,0,2,2,1,202567
2562,1,1,0,0,0,2,1,1,202568
2563,0,1,0,0,2,1,0,2,202569
2564,0,0,0,1,0,2,0,3,202570
2565,0,0,0,0,2,2,1,1,202571
2566,0,0,0,0,3,2,0,1,202572
2567,1,0,0,0,0,2,1,2,202573
2568,0,1,0,0,2,1,1,1,202574
2569,0,1,1,1,0,1,1,1,202575
2570,1,1,0,0,0,1,1,2,202576
2571,0,1,0,1,0,2,0,2,202577
2572,0,1,0,0,2,1,0,2,202578
2573,1,0,0,0,0,3,1,1,202579
2574,0,2,0,1,0,1,1,1,202580
2575,1,1,0,0,0,1,1,2,202581
2576,1,1,0,0,0,2,1,1,202582
2577,1,1,0,0,0,2,1,1,202583
2578,0,0,0,0,2,1,1,2,202584
